"x","y"
10.7916576438583,62.8155105350448
48.2180946390145,234.059262579704
9.30192613741383,108.152174404469
9.82165235327557,63.3493854929893
30.0925007322803,154.813661586397
41.5060277911834,202.791141632041
1.32227666908875,12.5085361683243
36.6855298634619,183.505774388606
47.3819638369605,220.371721032686
42.9743435233831,217.883333130562
31.0997457941994,122.040381442008
20.8951112115756,87.6449315955852
30.9416356729344,153.896776722097
6.04320492129773,26.8199952214329
6.0601411270909,33.5405747558286
11.8804551661015,76.3572493492438
30.5650241905823,167.815658679836
8.11804773984477,50.42603658457
38.1549592711963,168.037404890054
42.8919002879411,228.22884114956
41.130915551912,172.221630545366
39.3959453213029,213.435120703146
23.0326407821849,144.656542907106
44.5334784802981,209.303005580447
44.7134512010962,236.401079235749
